137.32.74.28 - - [30/Oct/2025:13:21:33] "GET /cart.do?action=purchase&itemId=EST-6 HTTP 1.1" 200 1675 "http://www.buttercupgames.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 1835
52.208.212.142 - - [13/Oct/2025:23:17:44] "GET /cart.do?action=addtocart&itemId=EST-12&productId=WC-SH-G04 HTTP 1.1" 200 3654 "http://www.bing.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 1544
84.250.30.222 - - [16/Oct/2025:11:23:23] "GET /oldlink?itemId=EST-19 HTTP 1.1" 200 2440 "http://www.buttercupgames.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1" 1175
114.198.178.16 - - [13/Oct/2025:17:36:57] "POST /category.screen?categoryId=SHOOTER HTTP 1.1" 200 3253 "http://www.buttercupgames.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 1398
221.108.105.30 - - [18/Oct/2025:15:33:40] "GET /cart/success.do HTTP 1.1" 200 1490 "http://www.bing.com" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 945
170.99.183.7 - - [21/Oct/2025:22:34:40] "GET /product.screen?productId=SF-BVS-G01 HTTP 1.1" 200 730 "http://www.buttercupgames.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 1712
52.78.249.139 - - [14/Oct/2025:19:25:44] "GET /category.screen?categoryId=SHOOTER HTTP 1.1" 200 736 "http://www.bing.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 1780
203.196.8.123 - - [09/Oct/2025:00:55:56] "POST /product.screen?productId=MB-AG-G07 HTTP 1.1" 200 1476 "" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 1805
105.190.228.144 - - [05/Nov/2025:05:55:40] "POST /category.screen?categoryId=SHOOTER HTTP 1.1" 200 231 "http://www.buttercupgames.com/category.screen?categoryId=ACCESSORIES" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 1627
178.201.211.154 - - [16/Oct/2025:04:04:00] "GET /cart/success.do HTTP 1.1" 200 2612 "http://www.google.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 388
61.57.121.132 - - [08/Oct/2025:17:18:01] "GET /category.screen?categoryId=ACCESSORIES HTTP 1.1" 200 1888 "http://www.buttercupgames.com/category.screen?categoryId=SHOOTER" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 1993
9.243.196.163 - - [19/Oct/2025:03:40:23] "GET /product.screen?productId=SF-BVS-G01 HTTP 1.1" 200 3246 "" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 1869
8.246.87.204 - - [28/Oct/2025:13:08:19] "POST /product.screen?productId=SF-BVS-G01 HTTP 1.1" 200 1637 "http://www.bing.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 1951
175.210.248.233 - - [25/Oct/2025:19:36:49] "GET /product.screen?productId=MB-AG-G07 HTTP 1.1" 200 2900 "http://www.buttercupgames.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1" 1507
47.10.103.26 - - [07/Oct/2025:20:48:18] "POST /category.screen?categoryId=SHOOTER HTTP 1.1" 302 1579 "http://www.buttercupgames.com/category.screen?categoryId=ACCESSORIES" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1" 132
13.146.180.17 - - [02/Nov/2025:00:08:51] "GET /product.screen?productId=SF-BVS-G01 HTTP 1.1" 200 2386 "http://www.google.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1" 384
218.150.173.96 - - [19/Oct/2025:17:32:28] "POST /cart.do?action=addtocart&itemId=EST-12&productId=WC-SH-G04 HTTP 1.1" 200 3530 "http://www.google.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 582
221.179.107.85 - - [24/Oct/2025:09:17:40] "POST /cart.do?action=purchase&itemId=EST-6 HTTP 1.1" 200 1610 "http://www.bing.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 1412
202.212.190.19 - - [20/Oct/2025:03:32:30] "POST /category.screen?categoryId=ACCESSORIES HTTP 1.1" 200 2990 "" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 1507
30.38.131.189 - - [31/Oct/2025:10:24:53] "GET /product.screen?productId=SF-BVS-G01 HTTP 1.1" 200 477 "http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-6" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 1722
212.108.74.96 - - [16/Oct/2025:01:13:45] "GET /cart.do?action=addtocart&itemId=EST-12&productId=WC-SH-G04 HTTP 1.1" 200 191 "http://www.buttercupgames.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1" 1068
53.150.21.53 - - [22/Oct/2025:10:42:52] "GET /category.screen?categoryId=SHOOTER HTTP 1.1" 200 3349 "http://www.google.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 1743
216.242.152.137 - - [06/Nov/2025:03:49:57] "GET /cart.do?action=purchase&itemId=EST-6 HTTP 1.1" 200 1564 "http://www.google.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 1991
59.1.119.228 - - [23/Oct/2025:21:44:00] "POST /product.screen?productId=SF-BVS-G01 HTTP 1.1" 200 1701 "http://www.google.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1" 292
165.19.197.196 - - [05/Nov/2025:14:25:38] "POST /oldlink?itemId=EST-19 HTTP 1.1" 200 4619 "http://www.buttercupgames.com/product.screen?productId=MB-AG-G07" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 1885
171.38.242.6 - - [31/Oct/2025:07:02:22] "POST /category.screen?categoryId=SHOOTER HTTP 1.1" 404 1123 "http://www.bing.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1" 1165
71.152.22.197 - - [12/Oct/2025:23:57:36] "GET /cart.do?action=purchase&itemId=EST-6 HTTP 1.1" 503 2734 "" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 730
166.217.135.3 - - [05/Nov/2025:16:39:31] "GET /category.screen?categoryId=ACCESSORIES HTTP 1.1" 200 255 "" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1" 1184
64.102.134.16 - - [06/Nov/2025:05:26:23] "GET /cart/success.do HTTP 1.1" 200 2912 "" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 596
83.163.73.149 - - [03/Nov/2025:03:21:17] "GET /product.screen?productId=MB-AG-G07 HTTP 1.1" 200 1175 "http://www.buttercupgames.com/category.screen?categoryId=ACCESSORIES" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 651
115.182.163.140 - - [18/Oct/2025:20:09:52] "POST /category.screen?categoryId=ACCESSORIES HTTP 1.1" 500 695 "http://www.buttercupgames.com" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 594
113.218.11.106 - - [09/Oct/2025:20:20:26] "GET /cart.do?action=purchase&itemId=EST-6 HTTP 1.1" 302 1627 "http://www.google.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1" 957
210.55.60.54 - - [31/Oct/2025:15:27:59] "POST /oldlink?itemId=EST-19 HTTP 1.1" 200 4373 "http://www.buttercupgames.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 1003
62.192.253.134 - - [13/Oct/2025:21:58:10] "POST /product.screen?productId=MB-AG-G07 HTTP 1.1" 200 3575 "" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 186
103.179.230.51 - - [08/Oct/2025:16:17:24] "GET /cart.do?action=purchase&itemId=EST-6 HTTP 1.1" 200 4527 "" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 207
96.205.142.118 - - [24/Oct/2025:07:57:18] "POST /oldlink?itemId=EST-19 HTTP 1.1" 500 3993 "" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 535
56.132.45.205 - - [16/Oct/2025:04:22:36] "GET /product.screen?productId=MB-AG-G07 HTTP 1.1" 200 3965 "http://www.buttercupgames.com/product.screen?productId=MB-AG-G07" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 1177
159.102.120.225 - - [19/Oct/2025:05:45:23] "POST /category.screen?categoryId=SHOOTER HTTP 1.1" 200 1020 "http://www.google.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1" 603
203.46.54.166 - - [11/Oct/2025:23:41:38] "POST /product.screen?productId=SF-BVS-G01 HTTP 1.1" 200 2731 "http://www.bing.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 292
222.29.49.225 - - [20/Oct/2025:08:34:26] "POST /cart/success.do HTTP 1.1" 200 3462 "http://www.google.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 50
58.115.43.172 - - [29/Oct/2025:05:54:06] "POST /product.screen?productId=MB-AG-G07 HTTP 1.1" 200 2795 "http://www.bing.com" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 1450
87.113.92.209 - - [12/Oct/2025:03:44:57] "POST /category.screen?categoryId=SHOOTER HTTP 1.1" 200 153 "http://www.buttercupgames.com/cart/success.do" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 954
196.171.187.228 - - [02/Nov/2025:01:03:19] "GET /product.screen?productId=SF-BVS-G01 HTTP 1.1" 503 3833 "http://www.buttercupgames.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 1424
36.116.55.30 - - [04/Nov/2025:05:48:55] "POST /product.screen?productId=SF-BVS-G01 HTTP 1.1" 200 455 "http://www.bing.com" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 1755
162.196.23.111 - - [23/Oct/2025:10:33:28] "GET /product.screen?productId=SF-BVS-G01 HTTP 1.1" 500 2908 "http://www.google.com" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 1667
161.177.155.130 - - [28/Oct/2025:21:24:33] "GET /category.screen?categoryId=SHOOTER HTTP 1.1" 403 4781 "http://www.buttercupgames.com/cart/success.do" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 1954
96.128.217.227 - - [29/Oct/2025:18:38:06] "POST /cart.do?action=purchase&itemId=EST-6 HTTP 1.1" 404 2965 "http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-6" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 1096
128.116.17.163 - - [11/Oct/2025:10:53:40] "GET /oldlink?itemId=EST-19 HTTP 1.1" 200 1599 "http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-6" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 288
131.198.102.228 - - [26/Oct/2025:11:20:18] "POST /cart.do?action=addtocart&itemId=EST-12&productId=WC-SH-G04 HTTP 1.1" 200 1459 "http://www.google.com" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 1007
69.192.30.84 - - [18/Oct/2025:23:30:52] "GET /cart.do?action=purchase&itemId=EST-6 HTTP 1.1" 200 4330 "http://www.buttercupgames.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 1111
63.84.150.147 - - [23/Oct/2025:06:04:01] "GET /oldlink?itemId=EST-19 HTTP 1.1" 408 3864 "http://www.google.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 110
190.210.107.163 - - [12/Oct/2025:11:16:13] "POST /category.screen?categoryId=ACCESSORIES HTTP 1.1" 200 4160 "http://www.buttercupgames.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 1459
15.139.236.34 - - [18/Oct/2025:00:22:01] "POST /category.screen?categoryId=ACCESSORIES HTTP 1.1" 200 1845 "http://www.buttercupgames.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1" 662
157.47.141.217 - - [19/Oct/2025:18:51:36] "GET /product.screen?productId=MB-AG-G07 HTTP 1.1" 200 4307 "http://www.google.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1" 475
98.204.250.200 - - [12/Oct/2025:23:21:34] "POST /cart.do?action=purchase&itemId=EST-6 HTTP 1.1" 404 3121 "http://www.buttercupgames.com" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 1169
55.62.118.92 - - [22/Oct/2025:01:37:09] "POST /product.screen?productId=MB-AG-G07 HTTP 1.1" 200 2119 "http://www.bing.com" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 1471
121.21.216.100 - - [24/Oct/2025:12:37:54] "GET /cart/success.do HTTP 1.1" 200 4120 "http://www.google.com" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 522
209.11.211.210 - - [19/Oct/2025:00:46:36] "GET /oldlink?itemId=EST-19 HTTP 1.1" 200 2448 "http://www.google.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 1013
157.7.88.61 - - [17/Oct/2025:10:16:28] "GET /product.screen?productId=MB-AG-G07 HTTP 1.1" 200 329 "http://www.bing.com" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 989
143.110.0.82 - - [19/Oct/2025:03:17:56] "GET /cart/success.do HTTP 1.1" 200 459 "" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 540
43.160.49.210 - - [29/Oct/2025:13:14:32] "GET /category.screen?categoryId=SHOOTER HTTP 1.1" 200 2512 "" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 1018
203.248.1.121 - - [29/Oct/2025:05:07:48] "GET /cart.do?action=addtocart&itemId=EST-12&productId=WC-SH-G04 HTTP 1.1" 200 1353 "" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 243
22.225.215.98 - - [12/Oct/2025:22:21:25] "GET /category.screen?categoryId=ACCESSORIES HTTP 1.1" 503 3323 "http://www.bing.com" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 1060
163.121.240.7 - - [13/Oct/2025:14:45:11] "POST /cart.do?action=purchase&itemId=EST-6 HTTP 1.1" 200 746 "http://www.buttercupgames.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1" 505
139.233.219.32 - - [04/Nov/2025:10:32:03] "POST /category.screen?categoryId=SHOOTER HTTP 1.1" 200 4825 "" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 1068
218.109.35.136 - - [05/Nov/2025:08:46:46] "POST /product.screen?productId=MB-AG-G07 HTTP 1.1" 200 1163 "http://www.buttercupgames.com/oldlink?itemId=EST-19" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 722
107.108.242.138 - - [13/Oct/2025:02:51:00] "GET /cart.do?action=addtocart&itemId=EST-12&productId=WC-SH-G04 HTTP 1.1" 200 616 "http://www.google.com" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 1524
211.57.213.253 - - [29/Oct/2025:21:28:40] "GET /product.screen?productId=MB-AG-G07 HTTP 1.1" 200 3397 "http://www.google.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 206
161.52.175.178 - - [29/Oct/2025:15:34:53] "POST /cart/success.do HTTP 1.1" 200 342 "http://www.buttercupgames.com/product.screen?productId=SF-BVS-G01" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 1674
114.77.77.186 - - [26/Oct/2025:21:01:09] "GET /cart.do?action=addtocart&itemId=EST-12&productId=WC-SH-G04 HTTP 1.1" 302 2159 "http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-12&productId=WC-SH-G04" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1" 1221
109.209.175.2 - - [14/Oct/2025:18:12:33] "POST /category.screen?categoryId=SHOOTER HTTP 1.1" 200 2056 "http://www.buttercupgames.com/cart/success.do" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1" 1692
115.64.64.127 - - [28/Oct/2025:17:44:25] "POST /cart.do?action=purchase&itemId=EST-6 HTTP 1.1" 200 797 "http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-6" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1" 1422
206.34.92.164 - - [17/Oct/2025:06:30:30] "POST /product.screen?productId=SF-BVS-G01 HTTP 1.1" 200 3637 "" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 1894
30.209.30.237 - - [20/Oct/2025:04:49:56] "GET /product.screen?productId=SF-BVS-G01 HTTP 1.1" 302 3886 "http://www.google.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1" 277
215.0.243.81 - - [29/Oct/2025:18:41:04] "POST /product.screen?productId=MB-AG-G07 HTTP 1.1" 302 3098 "" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 1080
47.209.16.145 - - [12/Oct/2025:12:17:10] "POST /cart.do?action=purchase&itemId=EST-6 HTTP 1.1" 200 3931 "http://www.buttercupgames.com" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 326
144.180.216.106 - - [04/Nov/2025:22:07:43] "POST /category.screen?categoryId=ACCESSORIES HTTP 1.1" 200 424 "http://www.google.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1" 1505
159.225.39.186 - - [02/Nov/2025:15:04:25] "POST /cart/success.do HTTP 1.1" 503 2499 "http://www.buttercupgames.com/oldlink?itemId=EST-19" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 703
181.198.85.6 - - [26/Oct/2025:00:02:06] "GET /cart/success.do HTTP 1.1" 200 1277 "http://www.google.com" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 1308
156.21.59.215 - - [03/Nov/2025:11:07:03] "POST /cart.do?action=addtocart&itemId=EST-12&productId=WC-SH-G04 HTTP 1.1" 404 4960 "" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 1317
156.43.72.28 - - [07/Oct/2025:17:53:50] "GET /product.screen?productId=SF-BVS-G01 HTTP 1.1" 200 1590 "http://www.google.com" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 947
79.198.123.67 - - [09/Oct/2025:18:16:38] "POST /oldlink?itemId=EST-19 HTTP 1.1" 200 1010 "http://www.bing.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 866
159.218.84.235 - - [27/Oct/2025:16:00:02] "POST /cart/success.do HTTP 1.1" 302 3128 "" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 1931
100.41.215.25 - - [29/Oct/2025:05:28:20] "POST /category.screen?categoryId=SHOOTER HTTP 1.1" 200 4080 "http://www.bing.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 1183
200.248.220.31 - - [11/Oct/2025:19:31:12] "GET /oldlink?itemId=EST-19 HTTP 1.1" 408 3917 "http://www.bing.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1" 1701
70.78.191.138 - - [11/Oct/2025:14:02:35] "POST /product.screen?productId=SF-BVS-G01 HTTP 1.1" 200 2447 "" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 892
35.121.127.94 - - [11/Oct/2025:16:57:27] "GET /product.screen?productId=MB-AG-G07 HTTP 1.1" 200 3129 "http://www.google.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 571
104.182.33.146 - - [24/Oct/2025:02:30:25] "POST /product.screen?productId=MB-AG-G07 HTTP 1.1" 200 197 "http://www.google.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 587
